island,cand,phase,seed,gen,declared_parent,actual_origin_op,valid_same_genome_base,evidence
2,p2g4_021_s3,seed3,966,4,p2g4_021,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g4_044_s3,seed3,966,4,p2g4_044,dup_act,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g4_064_s3,seed3,966,4,p2g4_064,merge_cross_edge,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g4_050_s3,seed3,966,4,p2g4_050,merge_spatial_ic,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g4_013_s3,seed3,966,4,p2g4_013,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g4_002_s3,seed3,966,4,p2g4_002,mutate,False,actual_job_genome_provenance_not_named_screen
2,p2g4_015_s3,seed3,966,4,p2g4_015,mutate,False,actual_job_genome_provenance_not_named_screen
2,p2g4_070_s3,seed3,966,4,p2g4_070,merge_slow_tanh,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g5_004_s2,seed2,965,5,p2g5_004,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g4_030_s3,seed3,966,4,p2g4_030,mint_bilin,False,actual_job_genome_provenance_not_named_screen
2,p2g5_048_s3,seed3,966,5,p2g5_048,merge_spatial_ic,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g5_019_s3,seed3,966,5,p2g5_019,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_019_s2,seed2,965,6,p2g6_019,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_012_s2,seed2,965,6,p2g6_012,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_014_s2,seed2,965,6,p2g6_014,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_017_s2,seed2,965,6,p2g6_017,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_032_s2,seed2,965,6,p2g6_032,add_chan,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_004_s2,seed2,965,6,p2g6_004,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_022_s2,seed2,965,6,p2g6_022,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g5_022_s3,seed3,966,5,p2g5_022,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g5_058_s3,seed3,966,5,p2g5_058,merge_cross_edge,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g5_065_s3,seed3,966,5,p2g5_065,merge_cross_edge,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g5_015_s3,seed3,966,5,p2g5_015,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g5_039_s3,seed3,966,5,p2g5_039,add_chan,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g5_061_s3,seed3,966,5,p2g5_061,merge_cross_edge,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g5_054_s3,seed3,966,5,p2g5_054,merge_spatial_ic,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g5_014_s3,seed3,966,5,p2g5_014,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_053_s2,seed2,965,6,p2g6_053,merge_spatial_ic,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_023_s2,seed2,965,6,p2g6_023,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_024_s2,seed2,965,6,p2g6_024,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g5_038_s3,seed3,966,5,p2g5_038,add_chan,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g5_004_s3,seed3,966,5,p2g5_004,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g5_012_s3,seed3,966,5,p2g5_012,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_062_s2,seed2,965,6,p2g6_062,merge_cross_edge,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_009_s2,seed2,965,6,p2g6_009,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_037_s2,seed2,965,6,p2g6_037,add_chan,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_075_s2,seed2,965,6,p2g6_075,merge_slow_tanh,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_025_s2,seed2,965,6,p2g6_025,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g5_027_s3,seed3,966,5,p2g5_027,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g5_059_s3,seed3,966,5,p2g5_059,merge_cross_edge,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g5_053_s3,seed3,966,5,p2g5_053,merge_spatial_ic,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g5_067_s3,seed3,966,5,p2g5_067,merge_cross_edge,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g5_037_s3,seed3,966,5,p2g5_037,add_chan,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g5_033_s3,seed3,966,5,p2g5_033,add_chan,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g5_002_s3,seed3,966,5,p2g5_002,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_045_s2,seed2,965,6,p2g6_045,dup_act,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_061_s2,seed2,965,6,p2g6_061,merge_cross_edge,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_007_s2,seed2,965,6,p2g6_007,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_036_s2,seed2,965,6,p2g6_036,add_chan,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_040_s2,seed2,965,6,p2g6_040,dup_act,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_051_s2,seed2,965,6,p2g6_051,merge_spatial_ic,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_068_s2,seed2,965,6,p2g6_068,merge_slow_tanh,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_064_s2,seed2,965,6,p2g6_064,merge_cross_edge,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_066_s2,seed2,965,6,p2g6_066,merge_cross_edge,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g5_007_s3,seed3,966,5,p2g5_007,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g5_011_s3,seed3,966,5,p2g5_011,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g5_063_s3,seed3,966,5,p2g5_063,merge_cross_edge,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g5_069_s3,seed3,966,5,p2g5_069,merge_cross_edge,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g5_005_s3,seed3,966,5,p2g5_005,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g5_057_s3,seed3,966,5,p2g5_057,merge_cross_edge,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_054_s2,seed2,965,7,p2g7_054,merge_spatial_ic,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_017_s2,seed2,965,7,p2g7_017,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_068_s2,seed2,965,7,p2g7_068,merge_slow_tanh,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_019_s3,seed3,966,6,p2g6_019,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_032_s3,seed3,966,6,p2g6_032,add_chan,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_053_s3,seed3,966,6,p2g6_053,merge_spatial_ic,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_023_s3,seed3,966,6,p2g6_023,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_004_s3,seed3,966,6,p2g6_004,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_022_s3,seed3,966,6,p2g6_022,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_056_s2,seed2,965,7,p2g7_056,merge_cross_edge,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_061_s3,seed3,966,6,p2g6_061,merge_cross_edge,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_016_s2,seed2,965,7,p2g7_016,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_060_s2,seed2,965,7,p2g7_060,merge_cross_edge,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_009_s3,seed3,966,6,p2g6_009,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_037_s3,seed3,966,6,p2g6_037,add_chan,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_075_s3,seed3,966,6,p2g6_075,merge_slow_tanh,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_051_s3,seed3,966,6,p2g6_051,merge_spatial_ic,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_025_s3,seed3,966,6,p2g6_025,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_011_s2,seed2,965,7,p2g7_011,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_015_s2,seed2,965,7,p2g7_015,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_033_s2,seed2,965,7,p2g7_033,add_chan,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_044_s2,seed2,965,7,p2g7_044,dup_act,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_053_s2,seed2,965,7,p2g7_053,merge_spatial_ic,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_002_s2,seed2,965,7,p2g7_002,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_030_s2,seed2,965,7,p2g7_030,delete_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_036_s2,seed2,965,7,p2g7_036,add_chan,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_020_s2,seed2,965,7,p2g7_020,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_039_s2,seed2,965,7,p2g7_039,add_chan,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_045_s3,seed3,966,6,p2g6_045,dup_act,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_007_s3,seed3,966,6,p2g6_007,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_036_s3,seed3,966,6,p2g6_036,add_chan,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_040_s3,seed3,966,6,p2g6_040,dup_act,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_068_s3,seed3,966,6,p2g6_068,merge_slow_tanh,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_024_s3,seed3,966,6,p2g6_024,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_066_s3,seed3,966,6,p2g6_066,merge_cross_edge,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_079_s2,seed2,965,7,p2g7_079,immigrate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_012_s3,seed3,966,6,p2g6_012,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_014_s3,seed3,966,6,p2g6_014,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_005_s2,seed2,965,7,p2g7_005,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_062_s3,seed3,966,6,p2g6_062,merge_cross_edge,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_049_s2,seed2,965,7,p2g7_049,merge_spatial_ic,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_006_s2,seed2,965,7,p2g7_006,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g6_064_s3,seed3,966,6,p2g6_064,merge_cross_edge,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_054_s3,seed3,966,7,p2g7_054,merge_spatial_ic,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_017_s3,seed3,966,7,p2g7_017,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_068_s3,seed3,966,7,p2g7_068,merge_slow_tanh,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_011_s3,seed3,966,7,p2g7_011,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_033_s3,seed3,966,7,p2g7_033,add_chan,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_044_s3,seed3,966,7,p2g7_044,dup_act,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_016_s3,seed3,966,7,p2g7_016,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_015_s3,seed3,966,7,p2g7_015,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_049_s3,seed3,966,7,p2g7_049,merge_spatial_ic,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_056_s3,seed3,966,7,p2g7_056,merge_cross_edge,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_005_s3,seed3,966,7,p2g7_005,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_030_s3,seed3,966,7,p2g7_030,delete_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_060_s3,seed3,966,7,p2g7_060,merge_cross_edge,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_053_s3,seed3,966,7,p2g7_053,merge_spatial_ic,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_039_s3,seed3,966,7,p2g7_039,add_chan,False,actual_job_genome_provenance_not_named_screen
2,p2g7_002_s3,seed3,966,7,p2g7_002,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_036_s3,seed3,966,7,p2g7_036,add_chan,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_020_s3,seed3,966,7,p2g7_020,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_006_s3,seed3,966,7,p2g7_006,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g7_079_s3,seed3,966,7,p2g7_079,immigrate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_032_s2,seed2,965,8,p2g8_032,delete_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_007_s2,seed2,965,8,p2g8_007,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_046_s2,seed2,965,8,p2g8_046,merge_spatial_ic,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_052_s2,seed2,965,8,p2g8_052,merge_spatial_ic,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_070_s2,seed2,965,8,p2g8_070,merge_cross_edge,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_021_s2,seed2,965,8,p2g8_021,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_035_s2,seed2,965,8,p2g8_035,delete_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_003_s2,seed2,965,8,p2g8_003,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_054_s2,seed2,965,8,p2g8_054,merge_spatial_ic,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_020_s2,seed2,965,8,p2g8_020,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_072_s2,seed2,965,8,p2g8_072,merge_cross_edge,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_001_s2,seed2,965,8,p2g8_001,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_011_s2,seed2,965,8,p2g8_011,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_071_s2,seed2,965,8,p2g8_071,merge_cross_edge,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_047_s2,seed2,965,8,p2g8_047,merge_spatial_ic,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_012_s2,seed2,965,8,p2g8_012,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_027_s2,seed2,965,8,p2g8_027,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_031_s2,seed2,965,8,p2g8_031,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_008_s2,seed2,965,8,p2g8_008,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_032_s2,seed2,965,9,p2g9_032,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_032_s3,seed3,966,8,p2g8_032,delete_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_007_s3,seed3,966,8,p2g8_007,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_046_s3,seed3,966,8,p2g8_046,merge_spatial_ic,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_052_s3,seed3,966,8,p2g8_052,merge_spatial_ic,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_008_s3,seed3,966,8,p2g8_008,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_070_s3,seed3,966,8,p2g8_070,merge_cross_edge,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_035_s3,seed3,966,8,p2g8_035,delete_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_017_s2,seed2,965,9,p2g9_017,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_011_s2,seed2,965,9,p2g9_011,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_026_s2,seed2,965,9,p2g9_026,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_042_s2,seed2,965,9,p2g9_042,delete_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_062_s2,seed2,965,9,p2g9_062,merge_slow_tanh,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_021_s3,seed3,966,8,p2g8_021,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_024_s2,seed2,965,9,p2g9_024,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_063_s2,seed2,965,9,p2g9_063,merge_cross_edge,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_003_s3,seed3,966,8,p2g8_003,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_054_s3,seed3,966,8,p2g8_054,merge_spatial_ic,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_020_s3,seed3,966,8,p2g8_020,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_072_s3,seed3,966,8,p2g8_072,merge_cross_edge,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_031_s3,seed3,966,8,p2g8_031,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_023_s2,seed2,965,9,p2g9_023,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_056_s2,seed2,965,9,p2g9_056,merge_cross_edge,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_002_s2,seed2,965,9,p2g9_002,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_008_s2,seed2,965,9,p2g9_008,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_021_s2,seed2,965,9,p2g9_021,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_033_s2,seed2,965,9,p2g9_033,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_050_s2,seed2,965,9,p2g9_050,add_chan,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_019_s2,seed2,965,9,p2g9_019,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_020_s2,seed2,965,9,p2g9_020,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_040_s2,seed2,965,9,p2g9_040,delete_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_064_s2,seed2,965,9,p2g9_064,merge_slow_tanh,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_001_s3,seed3,966,8,p2g8_001,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_011_s3,seed3,966,8,p2g8_011,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_071_s3,seed3,966,8,p2g8_071,merge_cross_edge,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_047_s3,seed3,966,8,p2g8_047,merge_spatial_ic,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_012_s3,seed3,966,8,p2g8_012,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g8_027_s3,seed3,966,8,p2g8_027,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g10_049_s2,seed2,965,10,p2g10_049,add_chan,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g10_004_s2,seed2,965,10,p2g10_004,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g10_056_s2,seed2,965,10,p2g10_056,merge_spatial_ic,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_024_s3,seed3,966,9,p2g9_024,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g10_045_s2,seed2,965,10,p2g10_045,add_chan,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g10_037_s2,seed2,965,10,p2g10_037,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_042_s3,seed3,966,9,p2g9_042,delete_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_062_s3,seed3,966,9,p2g9_062,merge_slow_tanh,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_032_s3,seed3,966,9,p2g9_032,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g10_006_s2,seed2,965,10,p2g10_006,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g10_034_s2,seed2,965,10,p2g10_034,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_063_s3,seed3,966,9,p2g9_063,merge_cross_edge,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_017_s3,seed3,966,9,p2g9_017,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_011_s3,seed3,966,9,p2g9_011,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_026_s3,seed3,966,9,p2g9_026,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g10_048_s2,seed2,965,10,p2g10_048,add_chan,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g10_051_s2,seed2,965,10,p2g10_051,add_chan,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g10_053_s2,seed2,965,10,p2g10_053,merge_spatial_ic,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g10_003_s2,seed2,965,10,p2g10_003,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g10_026_s2,seed2,965,10,p2g10_026,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g10_005_s2,seed2,965,10,p2g10_005,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g10_008_s2,seed2,965,10,p2g10_008,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g10_016_s2,seed2,965,10,p2g10_016,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g10_023_s2,seed2,965,10,p2g10_023,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g10_054_s2,seed2,965,10,p2g10_054,merge_spatial_ic,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g10_000_s2,seed2,965,10,p2g10_000,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_023_s3,seed3,966,9,p2g9_023,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_056_s3,seed3,966,9,p2g9_056,merge_cross_edge,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_002_s3,seed3,966,9,p2g9_002,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_021_s3,seed3,966,9,p2g9_021,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_033_s3,seed3,966,9,p2g9_033,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_050_s3,seed3,966,9,p2g9_050,add_chan,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_019_s3,seed3,966,9,p2g9_019,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_020_s3,seed3,966,9,p2g9_020,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_040_s3,seed3,966,9,p2g9_040,delete_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g9_064_s3,seed3,966,9,p2g9_064,merge_slow_tanh,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g10_049_s3,seed3,966,10,p2g10_049,add_chan,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g11_050_s2,seed2,965,11,p2g11_050,add_chan,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g10_004_s3,seed3,966,10,p2g10_004,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g10_056_s3,seed3,966,10,p2g10_056,merge_spatial_ic,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g11_023_s2,seed2,965,11,p2g11_023,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g11_060_s2,seed2,965,11,p2g11_060,merge_cross_edge,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g10_037_s3,seed3,966,10,p2g10_037,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g10_006_s3,seed3,966,10,p2g10_006,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g10_053_s3,seed3,966,10,p2g10_053,merge_spatial_ic,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g11_036_s2,seed2,965,11,p2g11_036,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g10_034_s3,seed3,966,10,p2g10_034,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g10_003_s3,seed3,966,10,p2g10_003,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g11_045_s2,seed2,965,11,p2g11_045,add_chan,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g11_020_s2,seed2,965,11,p2g11_020,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g10_048_s3,seed3,966,10,p2g10_048,add_chan,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g10_051_s3,seed3,966,10,p2g10_051,add_chan,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g10_054_s3,seed3,966,10,p2g10_054,merge_spatial_ic,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g11_007_s2,seed2,965,11,p2g11_007,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g11_012_s2,seed2,965,11,p2g11_012,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g11_015_s2,seed2,965,11,p2g11_015,mutate,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g11_062_s2,seed2,965,11,p2g11_062,merge_cross_edge,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g11_055_s2,seed2,965,11,p2g11_055,merge_spatial_ic,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g11_059_s2,seed2,965,11,p2g11_059,merge_cross_edge,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g11_026_s2,seed2,965,11,p2g11_026,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g10_026_s3,seed3,966,10,p2g10_026,mint_bilin,True,explicit_single_parent_and_matching_ghash_and_model
2,p2g10_005_s3,seed3,966,10,p2g10_005,mutate,True,explicit_single_parent_and_matching_ghash_and_model
