island,gen,C9_mode,n,status_ok,status_no_blobs,status_fail_g0a,c9_measured_n,c9_partial_n,c9_full_n,c9_missing_n,c9_mean,c9_median,c9_max,preserved_i2_mean,preserved_i2_median,descriptor_bins_observed,unique_ghashes,strict_economy_class_n,common_I025_mean,common_I025_median,common_I025_max,qualifying_025_n,qualifying_025_per_all_n,qualifying_025_descriptor_bins,qualifying_025_strict_economy_class_n,common_I040_mean,common_I040_median,common_I040_max,qualifying_040_n,qualifying_040_per_all_n,qualifying_040_descriptor_bins,qualifying_040_strict_economy_class_n
both,6,partial,158,158,0,0,158,158,0,0,0.26413037974683545,0.28815,0.6485,56.251637690334015,64.6345353903161,81,152,0,48.791987761421396,57.15426621808533,75.76950495905004,46,0.2911392405063291,27,0,44.31619780407382,51.25746058349342,72.34143447591931,41,0.25949367088607594,25,0
both,6,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
both,6,missing,40,0,26,14,0,0,0,40,,,,,,0,40,0,,,,0,0.0,0,0,,,,0,0.0,0,0
both,7,all,195,157,22,16,157,157,0,38,0.263828025477707,0.3053,0.6864,54.450937007506184,63.74065707887351,81,190,0,47.43390339257231,54.6362136839998,80.25707756389387,41,0.21025641025641026,19,0,43.223683223611985,48.46992062056495,75.31366205111509,36,0.18461538461538463,17,0
both,7,partial,157,157,0,0,157,157,0,0,0.263828025477707,0.3053,0.6864,54.450937007506184,63.74065707887351,81,152,0,47.43390339257231,54.6362136839998,80.25707756389387,41,0.2611464968152866,19,0,43.223683223611985,48.46992062056495,75.31366205111509,36,0.22929936305732485,17,0
both,7,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
both,7,missing,38,0,22,16,0,0,0,38,,,,,,0,38,0,,,,0,0.0,0,0,,,,0,0.0,0,0
both,8,all,163,156,5,2,156,156,0,7,0.30159807692307694,0.3692,0.7,56.024998566594896,62.531421724695164,88,145,0,49.55870084802309,55.083858905801634,78.69323214120251,49,0.3006134969325153,21,0,45.67892221688001,52.558448333912786,74.06333114437204,38,0.2331288343558282,17,0
both,8,partial,156,156,0,0,156,156,0,0,0.30159807692307694,0.3692,0.7,56.024998566594896,62.531421724695164,88,138,0,49.55870084802309,55.083858905801634,78.69323214120251,49,0.3141025641025641,21,0,45.67892221688001,52.558448333912786,74.06333114437204,38,0.24358974358974358,17,0
both,8,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
both,8,missing,7,0,5,2,0,0,0,7,,,,,,0,7,0,,,,0,0.0,0,0,,,,0,0.0,0,0
both,9,all,142,132,7,3,132,132,0,10,0.2629977272727273,0.26280000000000003,0.7436,55.776984287202836,61.45095490271947,82,141,0,48.40768139722031,52.02588704523722,77.51022737949162,35,0.24647887323943662,23,0,43.986099663230796,45.724062281599814,75.50492988051496,31,0.21830985915492956,21,0
both,9,partial,132,132,0,0,132,132,0,0,0.2629977272727273,0.26280000000000003,0.7436,55.776984287202836,61.45095490271947,82,131,0,48.40768139722031,52.02588704523722,77.51022737949162,35,0.26515151515151514,23,0,43.986099663230796,45.724062281599814,75.50492988051496,31,0.23484848484848486,21,0
both,9,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
both,9,missing,10,0,7,3,0,0,0,10,,,,,,0,10,0,,,,0,0.0,0,0,,,,0,0.0,0,0
both,10,all,141,130,8,3,130,130,0,11,0.29169384615384614,0.327,0.736,54.22473977804933,60.66302278072641,86,138,0,47.960900987383155,51.633500185545955,79.82511252058606,31,0.2198581560283688,20,0,44.20259771298345,49.26590026455787,78.58009001646884,27,0.19148936170212766,17,0
both,10,partial,130,130,0,0,130,130,0,0,0.29169384615384614,0.327,0.736,54.22473977804933,60.66302278072641,86,127,0,47.960900987383155,51.633500185545955,79.82511252058606,31,0.23846153846153847,20,0,44.20259771298345,49.26590026455787,78.58009001646884,27,0.2076923076923077,17,0
both,10,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
both,10,missing,11,0,8,3,0,0,0,11,,,,,,0,11,0,,,,0,0.0,0,0,,,,0,0.0,0,0
both,11,all,138,130,4,4,130,130,0,8,0.30537,0.37275,0.8185,55.69378874161004,63.63800985017015,79,136,0,49.404591556207535,54.990649384102454,79.98547682431094,40,0.2898550724637681,26,0,45.631073244966025,50.326400197915476,76.55238145944875,35,0.2536231884057971,21,0
both,11,partial,130,130,0,0,130,130,0,0,0.30537,0.37275,0.8185,55.69378874161004,63.63800985017015,79,128,0,49.404591556207535,54.990649384102454,79.98547682431094,40,0.3076923076923077,26,0,45.631073244966025,50.326400197915476,76.55238145944875,35,0.2692307692307692,21,0
both,11,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
both,11,missing,8,0,4,4,0,0,0,8,,,,,,0,8,0,,,,0,0.0,0,0,,,,0,0.0,0,0
both,12,all,139,131,6,2,131,131,0,8,0.2881274809160305,0.3235,0.7916,55.391822384766485,61.032127408457235,81,139,0,48.747053811475624,52.940207423756036,78.47719050795587,31,0.22302158273381295,21,0,44.76019266750111,50.279171351949124,78.6137524063647,28,0.2014388489208633,19,0
both,12,partial,131,131,0,0,131,131,0,0,0.2881274809160305,0.3235,0.7916,55.391822384766485,61.032127408457235,81,131,0,48.747053811475624,52.940207423756036,78.47719050795587,31,0.2366412213740458,21,0,44.76019266750111,50.279171351949124,78.6137524063647,28,0.21374045801526717,19,0
both,12,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
both,12,missing,8,0,6,2,0,0,0,8,,,,,,0,8,0,,,,0,0.0,0,0,,,,0,0.0,0,0
