island,cohort,phase,C9_mode,n,status_ok,status_no_blobs,status_fail_g0a,c9_measured_n,c9_partial_n,c9_full_n,c9_missing_n,c9_mean,c9_median,c9_max,preserved_i2_mean,preserved_i2_median,descriptor_bins_observed,unique_ghashes,strict_economy_class_n,common_I025_mean,common_I025_median,common_I025_max,qualifying_025_n,qualifying_025_per_all_n,qualifying_025_descriptor_bins,qualifying_025_strict_economy_class_n,common_I040_mean,common_I040_median,common_I040_max,qualifying_040_n,qualifying_040_per_all_n,qualifying_040_descriptor_bins,qualifying_040_strict_economy_class_n
1,transition_g8,seed2,all,28,28,0,0,28,28,0,0,0.15070357142857144,0.05085,0.5132,47.4331164778697,48.52229031727856,26,28,0,39.342426644116564,40.65274361261427,73.99018908654614,2,0.07142857142857142,2,0,34.48801274386468,33.40019489009142,67.58401018008425,2,0.07142857142857142,2,0
1,transition_g8,seed2,partial,28,28,0,0,28,28,0,0,0.15070357142857144,0.05085,0.5132,47.4331164778697,48.52229031727856,26,28,0,39.342426644116564,40.65274361261427,73.99018908654614,2,0.07142857142857142,2,0,34.48801274386468,33.40019489009142,67.58401018008425,2,0.07142857142857142,2,0
1,transition_g8,seed2,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
1,transition_g8,seed3,all,27,27,0,0,27,27,0,0,0.1729111111111111,0.0877,0.6347,50.468993299457125,55.42945207458543,27,27,0,42.17452275237062,44.386097419331115,82.3327196684081,3,0.1111111111111111,3,0,37.197840424118716,37.09834775940866,78.56017573472647,3,0.1111111111111111,3,0
1,transition_g8,seed3,partial,27,27,0,0,27,27,0,0,0.1729111111111111,0.0877,0.6347,50.468993299457125,55.42945207458543,27,27,0,42.17452275237062,44.386097419331115,82.3327196684081,3,0.1111111111111111,3,0,37.197840424118716,37.09834775940866,78.56017573472647,3,0.1111111111111111,3,0
1,transition_g8,seed3,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
1,transition_g8,selected_confirmations_pooled,all,55,55,0,0,55,55,0,0,0.16160545454545455,0.0877,0.6347,48.92345600846716,53.04845446445157,45,28,0,40.73272836998674,44.386097419331115,82.3327196684081,5,0.09090909090909091,5,0,35.81829178689848,36.89071407811951,78.56017573472647,5,0.09090909090909091,5,0
1,transition_g8,selected_confirmations_pooled,partial,55,55,0,0,55,55,0,0,0.16160545454545455,0.0877,0.6347,48.92345600846716,53.04845446445157,45,28,0,40.73272836998674,44.386097419331115,82.3327196684081,5,0.09090909090909091,5,0,35.81829178689848,36.89071407811951,78.56017573472647,5,0.09090909090909091,5,0
1,transition_g8,selected_confirmations_pooled,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
1,transition_g8,verified_same_genome_confirmations,all,55,55,0,0,55,55,0,0,0.16160545454545455,0.0877,0.6347,48.92345600846716,53.04845446445157,45,28,0,40.73272836998674,44.386097419331115,82.3327196684081,5,0.09090909090909091,5,0,35.81829178689848,36.89071407811951,78.56017573472647,5,0.09090909090909091,5,0
1,transition_g8,verified_same_genome_confirmations,partial,55,55,0,0,55,55,0,0,0.16160545454545455,0.0877,0.6347,48.92345600846716,53.04845446445157,45,28,0,40.73272836998674,44.386097419331115,82.3327196684081,5,0.09090909090909091,5,0,35.81829178689848,36.89071407811951,78.56017573472647,5,0.09090909090909091,5,0
1,transition_g8,verified_same_genome_confirmations,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
1,late_g9_12,screen,all,283,261,13,9,261,261,0,22,0.27322490421455936,0.2813,0.8185,54.068465222827555,61.17477860187085,136,275,0,47.38197152248465,51.303583951403134,79.98547682431094,71,0.2508833922261484,36,0,43.370075302278906,45.38086716112251,78.6137524063647,65,0.22968197879858657,33,0
1,late_g9_12,screen,partial,261,261,0,0,261,261,0,0,0.27322490421455936,0.2813,0.8185,54.068465222827555,61.17477860187085,136,253,0,47.38197152248465,51.303583951403134,79.98547682431094,71,0.2720306513409962,36,0,43.370075302278906,45.38086716112251,78.6137524063647,65,0.24904214559386972,33,0
1,late_g9_12,screen,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
1,late_g9_12,seed2,all,84,84,0,0,84,84,0,0,0.22638214285714287,0.09855,0.8854,50.939235842545834,48.61898292946764,72,83,0,43.863980453337945,41.3826583264505,83.17173990497955,20,0.23809523809523808,15,0,39.61882721981321,37.3236153853768,84.24539192398363,19,0.2261904761904762,14,0
1,late_g9_12,seed2,partial,84,84,0,0,84,84,0,0,0.22638214285714287,0.09855,0.8854,50.939235842545834,48.61898292946764,72,83,0,43.863980453337945,41.3826583264505,83.17173990497955,20,0.23809523809523808,15,0,39.61882721981321,37.3236153853768,84.24539192398363,19,0.2261904761904762,14,0
1,late_g9_12,seed2,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
1,late_g9_12,seed3,all,80,80,0,0,80,80,0,0,0.23988625,0.1011,0.8895,52.19928978304488,54.47118469180225,69,79,0,45.14662358728366,46.48407612198449,81.07557484484799,19,0.2375,15,0,40.91502386982693,40.960760230297225,82.6504598758784,18,0.225,14,0
1,late_g9_12,seed3,partial,80,80,0,0,80,80,0,0,0.23988625,0.1011,0.8895,52.19928978304488,54.47118469180225,69,79,0,45.14662358728366,46.48407612198449,81.07557484484799,19,0.2375,15,0,40.91502386982693,40.960760230297225,82.6504598758784,18,0.225,14,0
1,late_g9_12,seed3,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
1,late_g9_12,selected_confirmations_pooled,all,164,164,0,0,164,164,0,0,0.23296951219512196,0.1011,0.8895,51.55389630132586,50.27903905885181,103,83,0,44.48966003087244,44.14574752046493,83.17173990497955,39,0.23780487804878048,23,0,40.25111826860039,38.77585664019446,84.24539192398363,37,0.22560975609756098,22,0
1,late_g9_12,selected_confirmations_pooled,partial,164,164,0,0,164,164,0,0,0.23296951219512196,0.1011,0.8895,51.55389630132586,50.27903905885181,103,83,0,44.48966003087244,44.14574752046493,83.17173990497955,39,0.23780487804878048,23,0,40.25111826860039,38.77585664019446,84.24539192398363,37,0.22560975609756098,22,0
1,late_g9_12,selected_confirmations_pooled,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
1,late_g9_12,verified_same_genome_confirmations,all,164,164,0,0,164,164,0,0,0.23296951219512196,0.1011,0.8895,51.55389630132586,50.27903905885181,103,83,0,44.48966003087244,44.14574752046493,83.17173990497955,39,0.23780487804878048,23,0,40.25111826860039,38.77585664019446,84.24539192398363,37,0.22560975609756098,22,0
1,late_g9_12,verified_same_genome_confirmations,partial,164,164,0,0,164,164,0,0,0.23296951219512196,0.1011,0.8895,51.55389630132586,50.27903905885181,103,83,0,44.48966003087244,44.14574752046493,83.17173990497955,39,0.23780487804878048,23,0,40.25111826860039,38.77585664019446,84.24539192398363,37,0.22560975609756098,22,0
1,late_g9_12,verified_same_genome_confirmations,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
1,continuation_g8_12,screen,all,364,337,17,10,337,337,0,27,0.27460504451038575,0.2852,0.8185,54.006051688251006,60.964864450208125,162,346,0,47.3696648789479,51.196978619555665,79.98547682431094,93,0.2554945054945055,39,0,43.38783279336604,45.38086716112251,78.6137524063647,81,0.22252747252747251,36,0
1,continuation_g8_12,screen,partial,337,337,0,0,337,337,0,0,0.27460504451038575,0.2852,0.8185,54.006051688251006,60.964864450208125,162,319,0,47.3696648789479,51.196978619555665,79.98547682431094,93,0.27596439169139464,39,0,43.38783279336604,45.38086716112251,78.6137524063647,81,0.2403560830860534,36,0
1,continuation_g8_12,screen,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
1,continuation_g8_12,seed2,all,112,112,0,0,112,112,0,0,0.2074625,0.0853,0.8854,50.0627060013768,48.61898292946764,91,109,0,42.7335920010326,41.3826583264505,83.17173990497955,22,0.19642857142857142,16,0,38.33612360082608,36.99919474670375,84.24539192398363,21,0.1875,15,0
1,continuation_g8_12,seed2,partial,112,112,0,0,112,112,0,0,0.2074625,0.0853,0.8854,50.0627060013768,48.61898292946764,91,109,0,42.7335920010326,41.3826583264505,83.17173990497955,22,0.19642857142857142,16,0,38.33612360082608,36.99919474670375,84.24539192398363,21,0.1875,15,0
1,continuation_g8_12,seed2,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
1,continuation_g8_12,seed3,all,107,107,0,0,107,107,0,0,0.2229859813084112,0.0919,0.8895,51.762672913354514,55.42945207458543,90,105,0,44.396654217726166,45.776361799569806,82.3327196684081,22,0.205607476635514,18,0,39.977043000349155,37.53287793546489,82.6504598758784,21,0.19626168224299065,17,0
1,continuation_g8_12,seed3,partial,107,107,0,0,107,107,0,0,0.2229859813084112,0.0919,0.8895,51.762672913354514,55.42945207458543,90,105,0,44.396654217726166,45.776361799569806,82.3327196684081,22,0.205607476635514,18,0,39.977043000349155,37.53287793546489,82.6504598758784,21,0.19626168224299065,17,0
1,continuation_g8_12,seed3,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
1,continuation_g8_12,selected_confirmations_pooled,all,219,219,0,0,219,219,0,0,0.21504703196347033,0.0878,0.8895,50.89328344238874,50.35905310258343,135,109,0,43.54613838087832,44.386097419331115,83.17173990497955,44,0.2009132420091324,26,0,39.13785134397206,37.107675415287986,84.24539192398363,42,0.1917808219178082,25,0
1,continuation_g8_12,selected_confirmations_pooled,partial,219,219,0,0,219,219,0,0,0.21504703196347033,0.0878,0.8895,50.89328344238874,50.35905310258343,135,109,0,43.54613838087832,44.386097419331115,83.17173990497955,44,0.2009132420091324,26,0,39.13785134397206,37.107675415287986,84.24539192398363,42,0.1917808219178082,25,0
1,continuation_g8_12,selected_confirmations_pooled,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
1,continuation_g8_12,verified_same_genome_confirmations,all,219,219,0,0,219,219,0,0,0.21504703196347033,0.0878,0.8895,50.89328344238874,50.35905310258343,135,109,0,43.54613838087832,44.386097419331115,83.17173990497955,44,0.2009132420091324,26,0,39.13785134397206,37.107675415287986,84.24539192398363,42,0.1917808219178082,25,0
1,continuation_g8_12,verified_same_genome_confirmations,partial,219,219,0,0,219,219,0,0,0.21504703196347033,0.0878,0.8895,50.89328344238874,50.35905310258343,135,109,0,43.54613838087832,44.386097419331115,83.17173990497955,44,0.2009132420091324,26,0,39.13785134397206,37.107675415287986,84.24539192398363,42,0.1917808219178082,25,0
1,continuation_g8_12,verified_same_genome_confirmations,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
1,all_g1_12,screen,all,1054,902,100,52,902,897,5,152,0.2620273835920177,0.2874,0.8185,55.55590201246822,63.67899959011282,247,987,5,48.21761109915161,54.408961037297765,80.95316577068337,232,0.22011385199240988,58,4,43.81463655116164,48.55652243340107,78.6137524063647,199,0.1888045540796964,53,3
1,all_g1_12,screen,partial,897,897,0,0,897,897,0,0,0.2607390189520624,0.2868,0.8185,55.450098912969146,63.50922659679428,243,836,0,48.10604965852842,54.25804858845859,80.95316577068337,228,0.25418060200668896,55,0,43.699620105863985,48.26406597554844,78.6137524063647,196,0.21850613154960982,51,0
1,all_g1_12,screen,full,5,5,0,0,5,0,5,0,0.49316,0.4737,0.6979,74.53697806260205,75.88545184945205,4,4,5,68.23173354695153,70.53791930118574,72.40459978158677,4,0.8,3,4,64.44858683756122,65.28938643722486,71.8816798252694,3,0.6,2,3
1,all_g1_12,seed2,all,369,369,0,0,369,369,0,0,0.23441056910569105,0.1913,0.8854,57.2402267579299,61.76195981222471,205,353,0,48.7904342960897,50.85011202279951,83.17173990497955,82,0.2222222222222222,49,0,43.72055881898558,45.463390432279844,84.24539192398363,72,0.1951219512195122,40,0
1,all_g1_12,seed2,partial,369,369,0,0,369,369,0,0,0.23441056910569105,0.1913,0.8854,57.2402267579299,61.76195981222471,205,353,0,48.7904342960897,50.85011202279951,83.17173990497955,82,0.2222222222222222,49,0,43.72055881898558,45.463390432279844,84.24539192398363,72,0.1951219512195122,40,0
1,all_g1_12,seed2,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
1,all_g1_12,seed3,all,336,336,0,0,336,336,0,0,0.24693482142857143,0.1966,0.8895,58.34792136119583,62.92033903256733,191,322,0,49.93431155661116,52.58927944363893,82.3327196684081,85,0.25297619047619047,45,0,44.886145673860355,45.90822150198015,82.6504598758784,73,0.21726190476190477,38,0
1,all_g1_12,seed3,partial,336,336,0,0,336,336,0,0,0.24693482142857143,0.1966,0.8895,58.34792136119583,62.92033903256733,191,322,0,49.93431155661116,52.58927944363893,82.3327196684081,85,0.25297619047619047,45,0,44.886145673860355,45.90822150198015,82.6504598758784,73,0.21726190476190477,38,0
1,all_g1_12,seed3,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
1,all_g1_12,selected_confirmations_pooled,all,705,705,0,0,705,705,0,0,0.2403795744680851,0.1962,0.8895,57.76814929225239,62.24162138530508,263,355,0,49.335601330891414,51.62720085982638,83.17173990497955,167,0.23687943262411348,61,0,44.27607255407484,45.767204241345325,84.24539192398363,145,0.20567375886524822,53,0
1,all_g1_12,selected_confirmations_pooled,partial,705,705,0,0,705,705,0,0,0.2403795744680851,0.1962,0.8895,57.76814929225239,62.24162138530508,263,355,0,49.335601330891414,51.62720085982638,83.17173990497955,167,0.23687943262411348,61,0,44.27607255407484,45.767204241345325,84.24539192398363,145,0.20567375886524822,53,0
1,all_g1_12,selected_confirmations_pooled,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
1,all_g1_12,verified_same_genome_confirmations,all,702,702,0,0,702,702,0,0,0.23930982905982906,0.1935,0.8895,57.734123385235605,62.260867461634994,262,353,0,49.28333826542243,51.509752314793815,83.17173990497955,166,0.23646723646723647,61,0,44.21286719353453,45.42514927794,84.24539192398363,144,0.20512820512820512,53,0
1,all_g1_12,verified_same_genome_confirmations,partial,702,702,0,0,702,702,0,0,0.23930982905982906,0.1935,0.8895,57.734123385235605,62.260867461634994,262,353,0,49.28333826542243,51.509752314793815,83.17173990497955,166,0.23646723646723647,61,0,44.21286719353453,45.42514927794,84.24539192398363,144,0.20512820512820512,53,0
1,all_g1_12,verified_same_genome_confirmations,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
1,atlas_gen0_import,screen,all,3,3,0,0,3,0,3,0,0.2703,0.2619,0.3041,33.55187906624779,35.52894042397832,3,3,3,31.921409299685845,33.19420531798374,36.97467573134584,0,0.0,0,0,30.943127439748675,31.793364254386994,35.66174058507667,0,0.0,0,0
1,atlas_gen0_import,screen,partial,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
1,atlas_gen0_import,screen,full,3,3,0,0,3,0,3,0,0.2703,0.2619,0.3041,33.55187906624779,35.52894042397832,3,3,3,31.921409299685845,33.19420531798374,36.97467573134584,0,0.0,0,0,30.943127439748675,31.793364254386994,35.66174058507667,0,0.0,0,0
1,c9_backfill_import,c9fill,all,88,88,0,0,88,88,0,0,0.29146022727272725,0.3173,0.6393,67.20001392142248,66.99922924243398,67,88,0,57.686516122885045,58.09962531189729,74.97725980699855,30,0.3409090909090909,23,0,51.97841744376258,53.33499544327516,70.79668978096745,26,0.29545454545454547,20,0
1,c9_backfill_import,c9fill,partial,88,88,0,0,88,88,0,0,0.29146022727272725,0.3173,0.6393,67.20001392142248,66.99922924243398,67,88,0,57.686516122885045,58.09962531189729,74.97725980699855,30,0.3409090909090909,23,0,51.97841744376258,53.33499544327516,70.79668978096745,26,0.29545454545454547,20,0
1,c9_backfill_import,c9fill,full,0,0,0,0,0,0,0,0,,,,,,0,0,0,,,,0,,0,0,,,,0,,0,0
2,baseline_g1_7,screen,all,686,562,73,51,562,554,8,124,0.2697008896797153,0.30135,0.7576,53.83342093197428,62.94663352331711,173,646,7,47.11758794097359,53.886499758147934,77.67241321957417,142,0.20699708454810495,43,2,43.08808814637318,49.50932907918599,75.13393057565933,123,0.1793002915451895,35,1
