island,cohort,op,W9,base_candidates_n,unique_ghashes,screen_status_ok_n,screen_status_ok_rate,screen_partial_n,screen_full_n,screen_missing_C9_n,screen_success_n,screen_success_rate,screen_partial_success_n,screen_full_success_n,selected_declared_n,selected_valid_n,complete_valid_pairs_n,declared_pairs_n,invalid_confirmation_rows,any_seed_success_n,any_confirmed_n,any_confirmed_per_all_bases,any_confirmed_per_selected,screen_plus_any_confirmed_n,robust_three_seeds_n,robust_per_all_bases,robust_per_complete_valid_pairs,robust_partial_only_n,robust_partial_per_all_bases
both,all_g1_12,delete_bilin,0.4,96,63,96,1.0,96,0,0,31,0.3229166666666667,31,0,31,31,28,29,1,33,11,0.11458333333333333,0.3548387096774194,9,6,0.0625,0.21428571428571427,6,0.0625
both,all_g1_12,dup_act,0.25,112,112,75,0.6696428571428571,75,0,37,0,0.0,0,0,39,39,33,33,0,1,1,0.008928571428571428,0.02564102564102564,0,0,0.0,0.0,0,0.0
both,all_g1_12,dup_act,0.4,112,112,75,0.6696428571428571,75,0,37,0,0.0,0,0,39,39,33,33,0,1,1,0.008928571428571428,0.02564102564102564,0,0,0.0,0.0,0,0.0
both,all_g1_12,immigrate,0.25,330,330,144,0.43636363636363634,144,0,186,0,0.0,0,0,9,9,8,8,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0
both,all_g1_12,immigrate,0.4,330,330,144,0.43636363636363634,144,0,186,0,0.0,0,0,9,9,8,8,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0
both,all_g1_12,merge_cross_edge,0.25,294,294,287,0.9761904761904762,287,0,7,83,0.282312925170068,83,0,126,126,116,118,2,95,36,0.12244897959183673,0.2857142857142857,24,11,0.03741496598639456,0.09482758620689655,11,0.03741496598639456
both,all_g1_12,merge_cross_edge,0.4,294,294,287,0.9761904761904762,287,0,7,69,0.23469387755102042,69,0,126,126,116,118,2,79,31,0.1054421768707483,0.24603174603174602,21,8,0.027210884353741496,0.06896551724137931,8,0.027210884353741496
both,all_g1_12,merge_share_chan,0.25,51,47,15,0.29411764705882354,15,0,36,0,0.0,0,0,9,9,7,7,0,2,2,0.0392156862745098,0.2222222222222222,0,0,0.0,0.0,0,0.0
both,all_g1_12,merge_share_chan,0.4,51,47,15,0.29411764705882354,15,0,36,0,0.0,0,0,9,9,7,7,0,0,0,0.0,0.0,0,0,0.0,0.0,0,0.0
both,all_g1_12,merge_slow_tanh,0.25,66,66,65,0.9848484848484849,65,0,1,20,0.30303030303030304,20,0,29,29,28,28,0,22,9,0.13636363636363635,0.3103448275862069,7,6,0.09090909090909091,0.21428571428571427,6,0.09090909090909091
both,all_g1_12,merge_slow_tanh,0.4,66,66,65,0.9848484848484849,65,0,1,13,0.19696969696969696,13,0,29,29,28,28,0,16,7,0.10606060606060606,0.2413793103448276,4,4,0.06060606060606061,0.14285714285714285,4,0.06060606060606061
both,all_g1_12,merge_spatial_ic,0.25,182,66,182,1.0,169,13,0,80,0.43956043956043955,74,6,68,68,62,62,0,89,29,0.15934065934065933,0.4264705882352941,20,16,0.08791208791208792,0.25806451612903225,15,0.08241758241758242
both,all_g1_12,merge_spatial_ic,0.4,182,66,182,1.0,169,13,0,67,0.36813186813186816,63,4,68,68,62,62,0,76,27,0.14835164835164835,0.39705882352941174,18,15,0.08241758241758242,0.24193548387096775,14,0.07692307692307693
both,all_g1_12,mint_bilin,0.25,344,344,344,1.0,344,0,0,128,0.37209302325581395,128,0,116,116,104,106,2,140,45,0.1308139534883721,0.3879310344827586,33,24,0.06976744186046512,0.23076923076923078,24,0.06976744186046512
both,all_g1_12,mint_bilin,0.4,344,344,344,1.0,344,0,0,116,0.3372093023255814,116,0,116,116,104,106,2,127,42,0.12209302325581395,0.3620689655172414,31,23,0.06686046511627906,0.22115384615384615,23,0.06686046511627906
both,all_g1_12,mutate,0.25,432,432,410,0.9490740740740741,410,0,22,82,0.18981481481481483,82,0,180,180,162,164,2,88,35,0.08101851851851852,0.19444444444444445,29,21,0.04861111111111111,0.12962962962962962,21,0.04861111111111111
both,all_g1_12,mutate,0.4,432,432,410,0.9490740740740741,410,0,22,66,0.1527777777777778,66,0,180,180,162,164,2,74,32,0.07407407407407407,0.17777777777777778,24,18,0.041666666666666664,0.1111111111111111,18,0.041666666666666664
